Id,Widespread mask usage (over 75%),Confirmed case isolation,Contact isolation,Gatherings limited to,Some businesses suspended,Many businesses suspended,Schools and universities closed,Social distancing advised,Staying home advised,Test number (order of magnitude),General curfew,Country,Date
1812,0,0,0,0,0,0,0,0,0,0,0,Liechtenstein,2020-01-02
1813,0,0,0,0,0,0,0,0,0,0,0,Russia,2020-01-02
1814,0,0,0,0,0,0,0,0,0,0,0,US:N Carolina,2020-01-02
1815,0,0,0,0,0,0,0,0,0,0,0,US: Arizona,2020-01-02
1816,0,0,0,0,0,0,0,0,0,0,0,US: Oregon,2020-01-02
1817,0,0,0,0,0,0,0,0,0,0,0,US:California,2020-01-02
1818,0,0,0,0,0,0,0,0,0,0,0,US: Nevada,2020-01-02
1819,0,0,0,0,0,0,0,0,0,0,0,US:Idaho,2020-01-02
1820,0,0,0,0,0,0,0,0,0,0,0,US:Utah,2020-01-02
1821,0,0,0,0,0,0,0,0,0,0,0,US:Washington,2020-01-02
1822,0,0,0,0,0,0,0,0,0,0,0,US: S Carolina,2020-01-02
1823,0,0,0,0,0,0,0,0,0,0,0,Mexico,2020-01-02
1824,0,0,0,0,0,0,0,0,0,0,0,Egypt,2020-01-02
1825,0,0,0,0,0,0,0,0,0,0,0,Palestine,2020-01-02
1826,0,0,0,0,0,0,0,0,0,0,0,Malaysia,2020-01-02
1827,0,0,0,0,0,0,0,0,0,0,0,US:Georgia,2020-01-02
1828,0,0,0,0,0,0,0,0,0,0,0,US:Maryland,2020-01-02
1829,0,0,0,0,0,0,0,0,0,0,0,US: Indiana,2020-01-02
1830,0,0,0,0,0,0,0,0,0,0,0,US:Delaware,2020-01-02
1831,0,0,0,0,0,0,0,0,0,0,0,US: Illinois,2020-01-02
1832,0,0,0,0,0,0,0,0,0,0,0,US: Wisconsin,2020-01-02
1833,0,0,0,0,0,0,0,0,0,0,0,US: Virginia,2020-01-02
1834,0,0,0,0,0,0,0,0,0,0,0,US: Michigan,2020-01-02
1835,0,0,0,0,0,0,0,0,0,0,0,Nepal,2020-01-02
1836,0,0,0,0,0,0,0,0,0,0,0,Afghanistan,2020-01-02
1837,0,0,0,0,0,0,0,0,0,0,0,Iraq,2020-01-02
1838,0,0,0,0,0,0,0,0,0,0,0,Faroe Islands,2020-01-02
1839,0,0,0,0,0,0,0,0,0,0,0,Philippines,2020-01-02
1840,0,0,0,0,0,0,0,0,0,0,0,Kuwait,2020-01-02
1841,0,0,0,0,0,0,0,0,0,0,0,South Africa,2020-01-02
1842,0,0,0,0,0,0,0,0,0,0,0,Armenia,2020-01-02
1843,0,0,0,0,0,0,0,0,0,0,0,Pakistan,2020-01-02
1844,0,0,0,0,0,0,0,0,0,0,0,Brazil,2020-01-02
1845,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,2020-01-02
1846,0,0,0,0,0,0,0,0,0,0,0,Panama,2020-01-02
1847,0,0,0,0,0,0,0,0,0,0,0,India,2020-01-02
1848,0,0,0,0,0,0,0,0,0,0,0,Bahrain,2020-01-02
1849,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,2020-01-02
1850,0,0,0,0,0,0,0,0,0,0,0,Kyrgyzstan,2020-01-02
1851,0,0,0,0,0,0,0,0,0,0,0,Indonesia,2020-01-02
1852,0,0,0,0,0,0,0,0,0,0,0,Namibia,2020-01-02
1853,0,0,0,0,0,0,0,0,0,0,0,Uganda,2020-01-02
1854,0,0,0,0,0,0,0,0,0,0,0,US:Alabama,2020-01-02
1855,0,0,0,0,0,0,0,0,0,0,0,US:Alaska,2020-01-02
1856,0,0,0,0,0,0,0,0,0,0,0,Austria,2020-01-03
1857,0,0,0,0,0,0,0,0,0,0,0,Germany,2020-01-03
1858,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,2020-01-03
1859,0,0,0,0,0,0,0,0,0,0,0,Vietnam,2020-01-03
1860,0,0,0,0,0,0,0,0,0,0,0,South Korea,2020-01-03
1861,0,0,0,0,0,0,0,0,0,0,0,Singapore,2020-01-03
1862,0,0,0,0,0,0,0,0,0,0,0,Israel,2020-01-03
1863,0,0,0,0,0,0,0,0,0,0,0,Japan,2020-01-03
1864,0,0,0,0,0,0,0,0,0,0,0,Sweden,2020-01-03
1865,0,0,0,0,0,0,0,0,0,0,0,San Marino,2020-01-03
1866,0,0,0,0,0,0,0,0,0,0,0,Slovenia,2020-01-03
1867,0,0,0,0,0,0,0,0,0,0,0,US:New Jersey,2020-01-03
1868,0,0,0,0,0,0,0,0,0,0,0,Canada,2020-01-03
1869,0,0,0,0,0,0,0,0,0,0,0,Taiwan,2020-01-03
1870,0,0,0,0,0,0,0,0,0,0,0,Macau,2020-01-03
1871,0,1,0,0,0,0,0,0,0,0,0,Hong Kong,2020-01-03
1872,0,1,0,0,0,1,0,0,0,0,0,China,2020-01-03
1873,0,0,0,0,0,0,0,0,0,0,0,United States,2020-01-03
1874,0,0,0,0,0,0,0,0,0,0,0,European Union,2020-01-03
1875,0,0,0,0,0,0,0,0,0,0,0,Thailand,2020-01-03
1876,0,0,0,0,0,0,0,0,0,0,0,Italy,2020-01-03
1877,0,0,0,0,0,0,0,0,0,0,0,Czechia,2020-01-03
1878,0,0,0,0,0,0,0,0,0,0,0,Australia,2020-01-03
1879,0,0,0,0,0,0,0,0,0,0,0,Trinidad and Tobago,2020-01-03
1880,0,0,0,0,0,0,0,0,0,0,0,Qatar,2020-01-03
1881,0,0,0,0,0,0,0,0,0,0,0,North Korea,2020-01-03
1882,0,0,0,0,0,0,0,0,0,0,0,New Zealand,2020-01-03
1883,0,0,0,0,0,0,0,0,0,0,0,Colombia,2020-01-03
1884,0,0,0,0,0,0,0,0,0,0,0,Romania,2020-01-03
1885,0,0,0,0,0,0,0,0,0,0,0,France,2020-01-03
1886,0,0,0,0,0,0,0,0,0,0,0,Portugal,2020-01-03
1887,0,0,0,0,0,0,0,0,0,0,0,Spain,2020-01-03
1888,0,0,0,0,0,0,0,0,0,0,0,Belgium,2020-01-03
1889,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,2020-01-03
1890,0,0,0,0,0,0,0,0,0,0,0,Albania,2020-01-03
1891,0,0,0,0,0,0,0,0,0,0,0,Andorra,2020-01-03
1892,0,0,0,0,0,0,0,0,0,0,0,Azerbaijan,2020-01-03
1893,0,0,0,0,0,0,0,0,0,0,0,Belarus,2020-01-03
1894,0,0,0,0,0,0,0,0,0,0,0,Bosnia and Herzegovina,2020-01-03
1895,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,2020-01-03
1896,0,0,0,0,0,0,0,0,0,0,0,Denmark,2020-01-03
1897,0,0,0,0,0,0,0,0,0,0,0,Estonia,2020-01-03
1898,0,0,0,0,0,0,0,0,0,0,0,Cyprus,2020-01-03
1899,0,0,0,0,0,0,0,0,0,0,0,Croatia,2020-01-03
1900,0,0,0,0,0,0,0,0,0,0,0,Finland,2020-01-03
1901,0,0,0,0,0,0,0,0,0,0,0,Georgia,2020-01-03
1902,0,0,0,0,0,0,0,0,0,0,0,Hungary,2020-01-03
1903,0,0,0,0,0,0,0,0,0,0,0,Latvia,2020-01-03
1904,0,0,0,0,0,0,0,0,0,0,0,Lithuania,2020-01-03
1905,0,0,0,0,0,0,0,0,0,0,0,Greece,2020-01-03
1906,0,0,0,0,0,0,0,0,0,0,0,Moldova,2020-01-03
1907,0,0,0,0,0,0,0,0,0,0,0,Malta,2020-01-03
1908,0,0,0,0,0,0,0,0,0,0,0,Monaco,2020-01-03
1909,0,0,0,0,0,0,0,0,0,0,0,Netherlands,2020-01-03
1910,0,0,0,0,0,0,0,0,0,0,0,Iceland,2020-01-03
1911,0,0,0,0,0,0,0,0,0,0,0,Guernsey,2020-01-03
1912,0,0,0,0,0,0,0,0,0,0,0,Macedonia,2020-01-03
1913,0,0,0,0,0,0,0,0,0,0,0,Ireland,2020-01-03
1914,0,0,0,0,0,0,0,0,0,0,0,Vatican City,2020-01-03
1915,0,0,0,0,0,0,0,0,0,0,0,Jersey,2020-01-03
1916,0,0,0,0,0,0,0,0,0,0,0,Kosovo,2020-01-03
1917,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,2020-01-03
1918,0,0,0,0,0,0,0,0,0,0,0,Poland,2020-01-03
1919,0,0,0,0,0,0,0,0,0,0,0,Turkey,2020-01-03
1920,0,0,0,0,0,0,0,0,0,0,0,US: Florida,2020-01-03
1921,0,0,0,0,0,0,0,0,0,0,0,Ukraine,2020-01-03
1922,0,0,0,0,0,0,0,0,0,0,0,Slovakia,2020-01-03
1923,0,0,0,0,0,0,0,0,0,0,0,Serbia,2020-01-03
1924,0,0,0,0,0,0,0,0,0,0,0,Switzerland,2020-01-03
1925,0,0,0,0,0,0,0,0,0,0,0,Norway,2020-01-03
1926,0,0,0,0,0,0,0,0,0,0,0,Montenegro,2020-01-03
1927,0,0,0,0,0,0,0,0,0,0,0,Iran,2020-01-03
1928,0,0,0,0,0,0,0,0,0,0,0,Liechtenstein,2020-01-03
1929,0,0,0,0,0,0,0,0,0,0,0,Russia,2020-01-03
1930,0,0,0,0,0,0,0,0,0,0,0,US:N Carolina,2020-01-03
1931,0,0,0,0,0,0,0,0,0,0,0,US: Arizona,2020-01-03
1932,0,0,0,0,0,0,0,0,0,0,0,US: Oregon,2020-01-03
1933,0,0,0,0,0,0,0,0,0,0,0,US:California,2020-01-03
1934,0,0,0,0,0,0,0,0,0,0,0,US: Nevada,2020-01-03
1935,0,0,0,0,0,0,0,0,0,0,0,US:Idaho,2020-01-03
1936,0,0,0,0,0,0,0,0,0,0,0,US:Utah,2020-01-03
1937,0,0,0,0,0,0,0,0,0,0,0,US:Washington,2020-01-03
1938,0,0,0,0,0,0,0,0,0,0,0,US: S Carolina,2020-01-03
1939,0,0,0,0,0,0,0,0,0,0,0,Mexico,2020-01-03
1940,0,0,0,0,0,0,0,0,0,0,0,Egypt,2020-01-03
1941,0,0,0,0,0,0,0,0,0,0,0,Palestine,2020-01-03
1942,0,0,0,0,0,0,0,0,0,0,0,Malaysia,2020-01-03
1943,0,0,0,0,0,0,0,0,0,0,0,US:Georgia,2020-01-03
1944,0,0,0,0,0,0,0,0,0,0,0,US:Maryland,2020-01-03
1945,0,0,0,0,0,0,0,0,0,0,0,US: Indiana,2020-01-03
1946,0,0,0,0,0,0,0,0,0,0,0,US:Delaware,2020-01-03
1947,0,0,0,0,0,0,0,0,0,0,0,US: Illinois,2020-01-03
1948,0,0,0,0,0,0,0,0,0,0,0,US: Wisconsin,2020-01-03
1949,0,0,0,0,0,0,0,0,0,0,0,US: Virginia,2020-01-03
1950,0,0,0,0,0,0,0,0,0,0,0,US: Michigan,2020-01-03
1951,0,0,0,0,0,0,0,0,0,0,0,Nepal,2020-01-03
1952,0,0,0,0,0,0,0,0,0,0,0,Afghanistan,2020-01-03
1953,0,0,0,0,0,0,0,0,0,0,0,Iraq,2020-01-03
1954,0,0,0,0,0,0,0,0,0,0,0,Faroe Islands,2020-01-03
1955,0,0,0,0,0,0,0,0,0,0,0,Philippines,2020-01-03
1956,0,0,0,0,0,0,0,0,0,0,0,Kuwait,2020-01-03
1957,0,0,0,0,0,0,0,0,0,0,0,South Africa,2020-01-03
1958,0,0,0,0,0,0,0,0,0,0,0,Armenia,2020-01-03
1959,0,0,0,0,0,0,0,0,0,0,0,Pakistan,2020-01-03
1960,0,0,0,0,0,0,0,0,0,0,0,Brazil,2020-01-03
1961,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,2020-01-03
1962,0,0,0,0,0,0,0,0,0,0,0,Panama,2020-01-03
1963,0,0,0,0,0,0,0,0,0,0,0,India,2020-01-03
1964,0,0,0,0,0,0,0,0,0,0,0,Bahrain,2020-01-03
1965,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,2020-01-03
1966,0,0,0,0,0,0,0,0,0,0,0,Kyrgyzstan,2020-01-03
1967,0,0,0,0,0,0,0,0,0,0,0,Indonesia,2020-01-03
1968,0,0,0,0,0,0,0,0,0,0,0,Namibia,2020-01-03
1969,0,0,0,0,0,0,0,0,0,0,0,Uganda,2020-01-03
1970,0,0,0,0,0,0,0,0,0,0,0,US:Alabama,2020-01-03
1971,0,0,0,0,0,0,0,0,0,0,0,US:Alaska,2020-01-03
1972,0,0,0,0,0,0,0,0,0,0,0,Austria,2020-01-04
1973,0,0,0,0,0,0,0,0,0,0,0,Germany,2020-01-04
1974,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,2020-01-04
1975,0,0,0,0,0,0,0,0,0,0,0,Vietnam,2020-01-04
1976,0,0,0,0,0,0,0,0,0,0,0,South Korea,2020-01-04
1977,0,0,0,0,0,0,0,0,0,0,0,Singapore,2020-01-04
1978,0,0,0,0,0,0,0,0,0,0,0,Israel,2020-01-04
1979,0,0,0,0,0,0,0,0,0,0,0,Japan,2020-01-04
1980,0,0,0,0,0,0,0,0,0,0,0,Sweden,2020-01-04
1981,0,0,0,0,0,0,0,0,0,0,0,San Marino,2020-01-04
1982,0,0,0,0,0,0,0,0,0,0,0,Slovenia,2020-01-04
1983,0,0,0,0,0,0,0,0,0,0,0,US:New Jersey,2020-01-04
1984,0,0,0,0,0,0,0,0,0,0,0,Canada,2020-01-04
1985,0,0,0,0,0,0,0,0,0,0,0,Taiwan,2020-01-04
1986,0,0,0,0,0,0,0,0,0,0,0,Macau,2020-01-04
1987,0,1,0,0,0,0,0,0,0,0,0,Hong Kong,2020-01-04
1988,0,1,0,0,0,1,0,0,0,0,0,China,2020-01-04
1989,0,0,0,0,0,0,0,0,0,0,0,United States,2020-01-04
1990,0,0,0,0,0,0,0,0,0,0,0,European Union,2020-01-04
1991,0,0,0,0,0,0,0,0,0,0,0,Thailand,2020-01-04
1992,0,0,0,0,0,0,0,0,0,0,0,Italy,2020-01-04
1993,0,0,0,0,0,0,0,0,0,0,0,Czechia,2020-01-04
1994,0,0,0,0,0,0,0,0,0,0,0,Australia,2020-01-04
1995,0,0,0,0,0,0,0,0,0,0,0,Trinidad and Tobago,2020-01-04
1996,0,0,0,0,0,0,0,0,0,0,0,Qatar,2020-01-04
1997,0,0,0,0,0,0,0,0,0,0,0,North Korea,2020-01-04
1998,0,0,0,0,0,0,0,0,0,0,0,New Zealand,2020-01-04
1999,0,0,0,0,0,0,0,0,0,0,0,Colombia,2020-01-04
2000,0,0,0,0,0,0,0,0,0,0,0,Romania,2020-01-04
2001,0,0,0,0,0,0,0,0,0,0,0,France,2020-01-04
2002,0,0,0,0,0,0,0,0,0,0,0,Portugal,2020-01-04
2003,0,0,0,0,0,0,0,0,0,0,0,Spain,2020-01-04
2004,0,0,0,0,0,0,0,0,0,0,0,Belgium,2020-01-04
2005,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,2020-01-04
2006,0,0,0,0,0,0,0,0,0,0,0,Albania,2020-01-04
2007,0,0,0,0,0,0,0,0,0,0,0,Andorra,2020-01-04
2008,0,0,0,0,0,0,0,0,0,0,0,Azerbaijan,2020-01-04
2009,0,0,0,0,0,0,0,0,0,0,0,Belarus,2020-01-04
2010,0,0,0,0,0,0,0,0,0,0,0,Bosnia and Herzegovina,2020-01-04
2011,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,2020-01-04
2012,0,0,0,0,0,0,0,0,0,0,0,Denmark,2020-01-04
2013,0,0,0,0,0,0,0,0,0,0,0,Estonia,2020-01-04
2014,0,0,0,0,0,0,0,0,0,0,0,Cyprus,2020-01-04
2015,0,0,0,0,0,0,0,0,0,0,0,Croatia,2020-01-04
2016,0,0,0,0,0,0,0,0,0,0,0,Finland,2020-01-04
2017,0,0,0,0,0,0,0,0,0,0,0,Georgia,2020-01-04
2018,0,0,0,0,0,0,0,0,0,0,0,Hungary,2020-01-04
2019,0,0,0,0,0,0,0,0,0,0,0,Latvia,2020-01-04
2020,0,0,0,0,0,0,0,0,0,0,0,Lithuania,2020-01-04
2021,0,0,0,0,0,0,0,0,0,0,0,Greece,2020-01-04
2022,0,0,0,0,0,0,0,0,0,0,0,Moldova,2020-01-04
2023,0,0,0,0,0,0,0,0,0,0,0,Malta,2020-01-04
2024,0,0,0,0,0,0,0,0,0,0,0,Monaco,2020-01-04
2025,0,0,0,0,0,0,0,0,0,0,0,Netherlands,2020-01-04
2026,0,0,0,0,0,0,0,0,0,0,0,Iceland,2020-01-04
2027,0,0,0,0,0,0,0,0,0,0,0,Guernsey,2020-01-04
2028,0,0,0,0,0,0,0,0,0,0,0,Macedonia,2020-01-04
2029,0,0,0,0,0,0,0,0,0,0,0,Ireland,2020-01-04
2030,0,0,0,0,0,0,0,0,0,0,0,Vatican City,2020-01-04
2031,0,0,0,0,0,0,0,0,0,0,0,Jersey,2020-01-04
2032,0,0,0,0,0,0,0,0,0,0,0,Kosovo,2020-01-04
2033,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,2020-01-04
2034,0,0,0,0,0,0,0,0,0,0,0,Poland,2020-01-04
2035,0,0,0,0,0,0,0,0,0,0,0,Turkey,2020-01-04
2036,0,0,0,0,0,0,0,0,0,0,0,US: Florida,2020-01-04
2037,0,0,0,0,0,0,0,0,0,0,0,Ukraine,2020-01-04
2038,0,0,0,0,0,0,0,0,0,0,0,Slovakia,2020-01-04
2039,0,0,0,0,0,0,0,0,0,0,0,Serbia,2020-01-04
2040,0,0,0,0,0,0,0,0,0,0,0,Switzerland,2020-01-04
2041,0,0,0,0,0,0,0,0,0,0,0,Norway,2020-01-04
2042,0,0,0,0,0,0,0,0,0,0,0,Montenegro,2020-01-04
2043,0,0,0,0,0,0,0,0,0,0,0,Iran,2020-01-04
2044,0,0,0,0,0,0,0,0,0,0,0,Liechtenstein,2020-01-04
2045,0,0,0,0,0,0,0,0,0,0,0,Russia,2020-01-04
2046,0,0,0,0,0,0,0,0,0,0,0,US:N Carolina,2020-01-04
2047,0,0,0,0,0,0,0,0,0,0,0,US: Arizona,2020-01-04
2048,0,0,0,0,0,0,0,0,0,0,0,US: Oregon,2020-01-04
2049,0,0,0,0,0,0,0,0,0,0,0,US:California,2020-01-04
2050,0,0,0,0,0,0,0,0,0,0,0,US: Nevada,2020-01-04
2051,0,0,0,0,0,0,0,0,0,0,0,US:Idaho,2020-01-04
2052,0,0,0,0,0,0,0,0,0,0,0,US:Utah,2020-01-04
2053,0,0,0,0,0,0,0,0,0,0,0,US:Washington,2020-01-04
2054,0,0,0,0,0,0,0,0,0,0,0,US: S Carolina,2020-01-04
2055,0,0,0,0,0,0,0,0,0,0,0,Mexico,2020-01-04
2056,0,0,0,0,0,0,0,0,0,0,0,Egypt,2020-01-04
2057,0,0,0,0,0,0,0,0,0,0,0,Palestine,2020-01-04
2058,0,0,0,0,0,0,0,0,0,0,0,Malaysia,2020-01-04
2059,0,0,0,0,0,0,0,0,0,0,0,US:Georgia,2020-01-04
2060,0,0,0,0,0,0,0,0,0,0,0,US:Maryland,2020-01-04
2061,0,0,0,0,0,0,0,0,0,0,0,US: Indiana,2020-01-04
2062,0,0,0,0,0,0,0,0,0,0,0,US:Delaware,2020-01-04
2063,0,0,0,0,0,0,0,0,0,0,0,US: Illinois,2020-01-04
2064,0,0,0,0,0,0,0,0,0,0,0,US: Wisconsin,2020-01-04
2065,0,0,0,0,0,0,0,0,0,0,0,US: Virginia,2020-01-04
2066,0,0,0,0,0,0,0,0,0,0,0,US: Michigan,2020-01-04
2067,0,0,0,0,0,0,0,0,0,0,0,Nepal,2020-01-04
2068,0,0,0,0,0,0,0,0,0,0,0,Afghanistan,2020-01-04
2069,0,0,0,0,0,0,0,0,0,0,0,Iraq,2020-01-04
2070,0,0,0,0,0,0,0,0,0,0,0,Faroe Islands,2020-01-04
2071,0,0,0,0,0,0,0,0,0,0,0,Philippines,2020-01-04
2072,0,0,0,0,0,0,0,0,0,0,0,Kuwait,2020-01-04
2073,0,0,0,0,0,0,0,0,0,0,0,South Africa,2020-01-04
2074,0,0,0,0,0,0,0,0,0,0,0,Armenia,2020-01-04
2075,0,0,0,0,0,0,0,0,0,0,0,Pakistan,2020-01-04
2076,0,0,0,0,0,0,0,0,0,0,0,Brazil,2020-01-04
2077,0,0,0,0,0,0,0,0,0,0,0,Costa Rica,2020-01-04
2078,0,0,0,0,0,0,0,0,0,0,0,Panama,2020-01-04
2079,0,0,0,0,0,0,0,0,0,0,0,India,2020-01-04
2080,0,0,0,0,0,0,0,0,0,0,0,Bahrain,2020-01-04
2081,0,0,0,0,0,0,0,0,0,0,0,United Arab Emirates,2020-01-04
2082,0,0,0,0,0,0,0,0,0,0,0,Kyrgyzstan,2020-01-04
2083,0,0,0,0,0,0,0,0,0,0,0,Indonesia,2020-01-04
2084,0,0,0,0,0,0,0,0,0,0,0,Namibia,2020-01-04
2085,0,0,0,0,0,0,0,0,0,0,0,Uganda,2020-01-04
2086,0,0,0,0,0,0,0,0,0,0,0,US:Alabama,2020-01-04
2087,0,0,0,0,0,0,0,0,0,0,0,US:Alaska,2020-01-04
2088,0,0,0,0,0,0,0,0,0,0,0,Austria,2020-01-05
2089,0,0,0,0,0,0,0,0,0,0,0,Germany,2020-01-05
2090,0,0,0,0,0,0,0,0,0,0,0,United Kingdom,2020-01-05
2091,0,0,0,0,0,0,0,0,0,0,0,Vietnam,2020-01-05
2092,0,0,0,0,0,0,0,0,0,0,0,South Korea,2020-01-05
2093,0,0,0,0,0,0,0,0,0,0,0,Singapore,2020-01-05
2094,0,0,0,0,0,0,0,0,0,0,0,Israel,2020-01-05
2095,0,0,0,0,0,0,0,0,0,0,0,Japan,2020-01-05
2096,0,0,0,0,0,0,0,0,0,0,0,Sweden,2020-01-05
2097,0,0,0,0,0,0,0,0,0,0,0,San Marino,2020-01-05
2098,0,0,0,0,0,0,0,0,0,0,0,Slovenia,2020-01-05
2099,0,0,0,0,0,0,0,0,0,0,0,US:New Jersey,2020-01-05
2100,0,0,0,0,0,0,0,0,0,0,0,Canada,2020-01-05
2101,0,0,0,0,0,0,0,0,0,0,0,Taiwan,2020-01-05
2102,0,0,0,0,0,0,0,0,0,0,0,Macau,2020-01-05
2103,0,1,0,0,0,0,0,0,0,0,0,Hong Kong,2020-01-05
2104,0,1,0,0,0,1,0,0,0,0,0,China,2020-01-05
2105,0,0,0,0,0,0,0,0,0,0,0,United States,2020-01-05
2106,0,0,0,0,0,0,0,0,0,0,0,European Union,2020-01-05
2107,0,0,0,0,0,0,0,0,0,0,0,Thailand,2020-01-05
2108,0,0,0,0,0,0,0,0,0,0,0,Italy,2020-01-05
2109,0,0,0,0,0,0,0,0,0,0,0,Czechia,2020-01-05
2110,0,0,0,0,0,0,0,0,0,0,0,Australia,2020-01-05
2111,0,0,0,0,0,0,0,0,0,0,0,Trinidad and Tobago,2020-01-05
2112,0,0,0,0,0,0,0,0,0,0,0,Qatar,2020-01-05
2113,0,0,0,0,0,0,0,0,0,0,0,North Korea,2020-01-05
2114,0,0,0,0,0,0,0,0,0,0,0,New Zealand,2020-01-05
2115,0,0,0,0,0,0,0,0,0,0,0,Colombia,2020-01-05
2116,0,0,0,0,0,0,0,0,0,0,0,Romania,2020-01-05
2117,0,0,0,0,0,0,0,0,0,0,0,France,2020-01-05
2118,0,0,0,0,0,0,0,0,0,0,0,Portugal,2020-01-05
2119,0,0,0,0,0,0,0,0,0,0,0,Spain,2020-01-05
2120,0,0,0,0,0,0,0,0,0,0,0,Belgium,2020-01-05
2121,0,0,0,0,0,0,0,0,0,0,0,Luxembourg,2020-01-05
2122,0,0,0,0,0,0,0,0,0,0,0,Albania,2020-01-05
2123,0,0,0,0,0,0,0,0,0,0,0,Andorra,2020-01-05
2124,0,0,0,0,0,0,0,0,0,0,0,Azerbaijan,2020-01-05
2125,0,0,0,0,0,0,0,0,0,0,0,Belarus,2020-01-05
2126,0,0,0,0,0,0,0,0,0,0,0,Bosnia and Herzegovina,2020-01-05
2127,0,0,0,0,0,0,0,0,0,0,0,Bulgaria,2020-01-05
2128,0,0,0,0,0,0,0,0,0,0,0,Denmark,2020-01-05
2129,0,0,0,0,0,0,0,0,0,0,0,Estonia,2020-01-05
2130,0,0,0,0,0,0,0,0,0,0,0,Cyprus,2020-01-05
2131,0,0,0,0,0,0,0,0,0,0,0,Croatia,2020-01-05
2132,0,0,0,0,0,0,0,0,0,0,0,Finland,2020-01-05
2133,0,0,0,0,0,0,0,0,0,0,0,Georgia,2020-01-05
2134,0,0,0,0,0,0,0,0,0,0,0,Hungary,2020-01-05
2135,0,0,0,0,0,0,0,0,0,0,0,Latvia,2020-01-05
2136,0,0,0,0,0,0,0,0,0,0,0,Lithuania,2020-01-05
2137,0,0,0,0,0,0,0,0,0,0,0,Greece,2020-01-05
2138,0,0,0,0,0,0,0,0,0,0,0,Moldova,2020-01-05
2139,0,0,0,0,0,0,0,0,0,0,0,Malta,2020-01-05
2140,0,0,0,0,0,0,0,0,0,0,0,Monaco,2020-01-05
2141,0,0,0,0,0,0,0,0,0,0,0,Netherlands,2020-01-05
2142,0,0,0,0,0,0,0,0,0,0,0,Iceland,2020-01-05
2143,0,0,0,0,0,0,0,0,0,0,0,Guernsey,2020-01-05
2144,0,0,0,0,0,0,0,0,0,0,0,Macedonia,2020-01-05
2145,0,0,0,0,0,0,0,0,0,0,0,Ireland,2020-01-05
2146,0,0,0,0,0,0,0,0,0,0,0,Vatican City,2020-01-05
2147,0,0,0,0,0,0,0,0,0,0,0,Jersey,2020-01-05
2148,0,0,0,0,0,0,0,0,0,0,0,Kosovo,2020-01-05
2149,0,0,0,0,0,0,0,0,0,0,0,Kazakhstan,2020-01-05
2150,0,0,0,0,0,0,0,0,0,0,0,Poland,2020-01-05
2151,0,0,0,0,0,0,0,0,0,0,0,Turkey,2020-01-05
2152,0,0,0,0,0,0,0,0,0,0,0,US: Florida,2020-01-05
2153,0,0,0,0,0,0,0,0,0,0,0,Ukraine,2020-01-05
2154,0,0,0,0,0,0,0,0,0,0,0,Slovakia,2020-01-05
2155,0,0,0,0,0,0,0,0,0,0,0,Serbia,2020-01-05
2156,0,0,0,0,0,0,0,0,0,0,0,Switzerland,2020-01-05
2157,0,0,0,0,0,0,0,0,0,0,0,Norway,2020-01-05
2158,0,0,0,0,0,0,0,0,0,0,0,Montenegro,2020-01-05
2159,0,0,0,0,0,0,0,0,0,0,0,Iran,2020-01-05
2160,0,0,0,0,0,0,0,0,0,0,0,Liechtenstein,2020-01-05
2161,0,0,0,0,0,0,0,0,0,0,0,Russia,2020-01-05
2162,0,0,0,0,0,0,0,0,0,0,0,US:N Carolina,2020-01-05
2163,0,0,0,0,0,0,0,0,0,0,0,US: Arizona,2020-01-05
2164,0,0,0,0,0,0,0,0,0,0,0,US: Oregon,2020-01-05
2165,0,0,0,0,0,0,0,0,0,0,0,US:California,2020-01-05
2166,0,0,0,0,0,0,0,0,0,0,0,US: Nevada,2020-01-05
2167,0,0,0,0,0,0,0,0,0,0,0,US:Idaho,2020-01-05
2168,0,0,0,0,0,0,0,0,0,0,0,US:Utah,2020-01-05
2169,0,0,0,0,0,0,0,0,0,0,0,US:Washington,2020-01-05
2170,0,0,0,0,0,0,0,0,0,0,0,US: S Carolina,2020-01-05
2171,0,0,0,0,0,0,0,0,0,0,0,Mexico,2020-01-05
2172,0,0,0,0,0,0,0,0,0,0,0,Egypt,2020-01-05
2173,0,0,0,0,0,0,0,0,0,0,0,Palestine,2020-01-05
2174,0,0,0,0,0,0,0,0,0,0,0,Malaysia,2020-01-05
2175,0,0,0,0,0,0,0,0,0,0,0,US:Georgia,2020-01-05
2176,0,0,0,0,0,0,0,0,0,0,0,US:Maryland,2020-01-05
2177,0,0,0,0,0,0,0,0,0,0,0,US: Indiana,2020-01-05
2178,0,0,0,0,0,0,0,0,0,0,0,US:Delaware,2020-01-05
2179,0,0,0,0,0,0,0,0,0,0,0,US: Illinois,2020-01-05
